"","x"
"231",0.842141203703704
"232",0.288599537037037
"233",0.583202160494747
"234",0.0637345679021544
"235",0.868468364195691
"236",0.344216820989494
"237",4.85133487654229
"238",0.746851851851852
"239",0.473802083333333
"240",3.41188850308734
"241",0.287310956788284
"242",0.812542768959646
"243",0.254339947090657
"244",4.4309375
"245",2.55176311728303
"246",0.218406635804309
"247",0.37991512345495
"248",0.072337962962963
"249",0.0622762345688211
"250",0.0415007716058581
"251",5.02606095678828
"252",1.43866512345771
"253",0.902631172838586
"254",1.7341628086429
"255",3.84739197530956
"256",3.58658950617192
"257",2.08018132716141
"258",1.91028935185185
"259",0.953869598764512
"260",0.522797067902154
"261",0.0910532407407407
"262",2.44733796296296
"263",1.07846836419569
"264",0.233769290124377
"265",0.177623456791043
"266",2.47805073302377
"267",2.74767457561636
"268",0.69049614197678
"269",3.64473148148093
"270",0.413884259258155
"271",1.05566820987673
"272",0.0410464891984507
"273",6.25453993055556
"274",0.182230902777778
"275",0.687306134259259
"276",1.66665123456882
"277",1.1889544753068
"278",1.480625
"279",0.571824845679932
"280",1.84168595679104
"281",1.9912422839497
"282",2.34109375
"283",0.800971064815919
"284",0.172651620369267
"285",1.85710234788281
"286",0.385742945326147
"287",0.830042438272525
"288",0.125208333333333
"289",0.0293721064814815
"290",0.391551890431179
"291",1.75142091049364
"292",0.324975694445548
"293",0.559203317902154
"294",0.393009259259259
"295",0.233194444444444
"296",0.321057098764512
"297",0.659123263888889
"298",0.0646228780873396
"299",0.93190200617192
"300",0.47857349537037
"301",2.2832968749989
"302",3.38694907407518
"303",0.267936921296296
"304",0.954056712962963
"305",0.941038773148148
"306",1.68358217592593
"307",1.22077256944444
"308",1.92779417438364
"309",2.94153549382532
"310",1.28586805555556
"311",0.364965277777778
"312",1.6032889660503
"313",0.679330632716969
"314",1.26205941357822
"315",1.13426774691376
"316",0.696058063272525
"317",1.20008777006081
"318",0.802977292769485
"319",1.88024801587341
"320",0.248711419754006
"321",0.200405092592593
"322",0.369789737653401
"323",1.21163773148148
"324",0.505119598764512
"325",0.839861111111111
"326",5.55725308642067
"327",0.526496913579327
"328",0.765273919754006
"329",1.1320871913571
"330",1.94486111111111
"331",3.11562885802653
"332",1.47445293209895
"333",0.535878858022668
"334",0.358260030865117
"335",3.60071064814925
"336",1.321618055555
"337",0.0675810185185185
"338",0.222541666665563
"339",0.22935802469099
"340",0.488009259259259
"341",1.24348765432283
"342",1.50126543209785
"343",0.511925154320068
"344",1.10368055555556
"345",1.9610378086429
"346",1.65391203703704
"347",1.12349922839414
"348",1.29476851851852
"349",2.40759452160586
"350",2.30126736111111
"351",0.0368055555555556
"352",0.0473966600525158
"353",0.0386257164897742
"354",0.499026234569373
"355",1.6872893518513
"356",0.338357767490325
"357",5.9547093621393
"358",0.102294560185185
"359",1.74992380401327
"360",0.687052469134883
"361",0.538904320986734
"362",2.00784722222222
"363",0.458503086420673
"364",1.05471450617192
"365",5.17275366512438
"366",0.72474537037037
"367",0.257230902777778
"368",0.835393518518519
"369",1.33447627314815
"370",0.50830150462963
"371",4.08021604938364
"372",2.43001832561636
"373",0.671524884259259
"374",0.845188078703704
"375",4.5789284336429
"376",1.34583371913543
"377",1.00042785493864
"378",0.0189737654311789
"379",0.600529513888889
"380",0.38853587962963
"381",4.54604456018519
"382",0.71853587962963
"383",4.04341724537037
"384",0.764831211420673
"385",0.108108603394142
"386",2.13288194444444
"387",0.686463155865117
"388",1.45788580246822
"389",0.0458179012354877
"390",0.022026427468216
"391",1.79346064814815
"392",2.77062789351852
"393",0.51639274691266
"394",0.213894290123825
"395",0.110988040124929
"396",0.340036651232728
"397",1.29366512345771
"398",1.55895949073964
"399",1.28531520061747
"400",1.21585648148148
"401",0.738121141976229
"402",3.69856095679104
"403",0.316304012343839
"404",0.0962692901243766
"405",0.52235725308734
"406",1.36104552469044
"407",0.0314699074074074
"408",0.952260802468216
"409",0.021404320989494
"410",0.0749552469121085
"411",0.125935956791595
"412",1.03660108024599
"413",0.915478395060809
"414",0.114435956789939
"415",0.346287037037589
"416",0.161313078704256
"417",0.463279513887785
"418",0.472184413580431
"419",2.23804783950801
"420",0.0627283950619124
"421",0.270793981480378
"422",0.0175144675925926
"423",0.786648341050303
"424",0.0313261959867345
"425",0.428064236111111
"426",0.330497685185185
"427",0.200980902777778
"428",0.15658275462963
"429",0.203400848764512
"430",0.0296315586428951
"431",0.0410088734577099
"432",0.554156057097846
"433",0.592398726851852
"434",0.128456790124377
"435",0.891988811727475
"436",0.423978587962963
"437",0.55360050154229
"438",0.0365528549391914
"439",0.193788580245994
"440",0.254114583333333
"441",0.0474228395080125
"442",1.93023070987452
"443",0.0534768518529556
"444",0.678503086420673
"445",0.0368634259259259
"446",0.0166080246893344
"447",2.17167592592813
"448",0.068814814813711
"449",0.453163580245994
"450",0.0270524691376421
"451",1.40636959876451
"452",0.84858024691266
"453",0.611413966050303
"454",0.0374826388888889
"455",0.223279320986735
"456",0.305515528550303
"457",0.0701866319444444
"458",0.517145061727475
"459",0.207152777777778
"460",2.36455632716141
"461",1.03285011574074
"462",0.818438464505253
"463",1.2461795910503
"464",0.17587287808734
"465",1.12847318672748
"466",1.86453414351852
"467",0.470461033949697
"468",0.215125385804309
"469",0.906104552467112
"470",2.07413657407518
"471",0.0838379629618592
"472",1.45789380787147
"473",0.839005111883636
"474",0.670730709875071
"475",0.0688769586908596
"476",1.88168476970383
"477",0.397930169754006
"478",0.026953125
"479",0.264281828704256
"480",0.351911265430627
"481",0.395560956790491
"482",0.244780092592593
"483",0.538169753087892
"484",0.541386959875623
"485",0.143115354939191
"486",0.0794251543200678
"487",0.0592708333333333
"488",0.499502314814815
"489",0.0723408564814815
"490",0.335205439814815
"491",0.080227272728527
"492",0.412504208752954
"493",0.186921296296296
"494",0.395432098764512
"495",1.94709490740741
"496",1.01715277777778
"497",1.85053549382698
"498",0.255124228395246
"499",0.0211265432117162
"500",0.409931520060809
"501",1.24338252314815
"502",0.0306288580237715
"503",0.567064043211716
"504",0.649498456788284
"505",0.465451388888889
"506",2.24593942901327
"507",0.109720293208957
"508",0.760771604939191
"509",0.260378086420673
"510",1.60198302469044
"511",0.676211419754006
"512",1.31035604056385
"513",0.0528422619043677
"514",0.954681712962963
"515",0.0522627314814815
"516",1.2703202160503
"517",0.237496141973469
"518",0.359965277777778
"519",1.26374035493919
