"","x"
"1",0.585467785494747
"2",2.0115468750011
"3",3.08237962962853
"4",0.97625
"5",2.90119984567993
"6",0.0521219135793271
"7",5.04031828703704
"8",0.440787037037037
"9",0.547162422838586
"10",1.93019675925926
"11",1.70425540123549
"12",1.15207561728303
"13",0.258796296296296
"14",6.9600077160503
"15",9.88260802469044
"16",5.03481674382808
"17",2.8038599537037
"18",8.02388503086512
"19",0.168935185185185
"20",1.00981867283859
"21",1.48491512345771
"22",0.516527777777778
"23",2.01156635802377
"24",0.706087962962963
"25",8.2415084876534
"26",5.54765046296296
"27",2.53293209876727
"28",12.0117978395053
"29",2.4373996913571
"30",0.06460262345771
"31",1.38716203703649
"32",2.04725347222277
"33",0.995356867283031
"34",1.04113618827252
"35",0.391327546296848
"36",19.2646890432084
"37",1.3162577160503
"38",3.60642746913488
"39",0.0778086419762285
"40",4.00288580246822
"41",5.31457175925926
"42",6.44707658179104
"43",1.62192033179104
"44",0.957573302468216
"45",0.464409722222222
"46",0.548324652777778
"47",0.349931520060809
"48",1.55295910493919
"49",3.0930787037037
"50",1.01844135802377
"51",1.0410378086429
"52",5.311875
"53",1.43338734567993
"54",0.247749228394694
"55",7.99872685185185
"56",0.561706790123825
"57",3.28048611111111
"58",0.107671682097846
"59",0.0406018518518519
"60",1.35753761574074
"61",0.621237461420673
"62",0.969594907407407
"63",1.9234616126534
"64",2.11869116512438
"65",1.9904147376534
"66",0.878732638888889
"67",2.0991087962963
"68",0.498186728394142
"69",1.57197916666667
"70",1.99353009259259
"71",1.89598861882808
"72",2.49119270833278
"73",1.59226311728358
"74",1.01798225308734
"75",1.00439814814815
"76",1.84960648148148
"77",0.766539351851852
"78",0.313653549383636
"79",2.05029610339414
"80",3.93655960648148
"81",0.695138888888889
"82",0.336947751323934
"83",4.04041798941791
"84",0.409821759258155
"85",0.0998765432089567
"86",0.453387345679932
"87",2.02352430555556
"88",1.02122395833333
"89",1.92513985339414
"90",0.0625231481481481
"91",0.344382716050303
"92",2.61256172839414
"93",2.04289891975345
"94",0.643677083333885
"95",0.373258101851852
"96",5.9033912037037
"97",2.07810570987562
"98",2.96671296296296
"99",0.362322530865117
"100",1.59008873456882
"101",1.9720871913571
"102",3.00961419753178
"103",2.10711033950525
"104",0.906009516462132
"105",4.67745113168602
"106",2.31125868055556
"107",0.115103202161414
"108",2.50409818672748
"109",0.48602912808734
"110",6.96628713348673
"111",1.52295283564815
"112",1.51891203703704
"113",0.926685956791043
"114",4.53236496913488
"115",0.498179012346599
"116",0.607229938269765
"117",2.32775848765616
"118",1.02867283950525
"119",0.0785466269845212
"120",0.332745811288004
"121",2.60372574955777
"122",0.0532688492067434
"123",5.99084201388889
"124",0.769563078703704
"125",1.35080092592648
"126",1.36740509259204
"127",3.47976273148148
"128",2.1672434413571
"129",3.44871141975401
"130",1.95271604938364
"131",0.374656635801549
"132",2.6588040123466
"133",2.34962770061636
"134",1.67454282407407
"135",2.27280092592593
"136",1.48359953703704
"137",1.25261574074074
"138",1.40228009259259
"139",6.93342206790215
"140",5.01271604938088
"141",1.06431616512438
"142",0.960197723764512
"143",6.4744830246932
"144",0.47849537037037
"145",0.0258834876534012
"146",0.821597222222222
"147",4.02015432098673
"148",11.1608757716059
"149",1.97659336419845
"150",0.0505285493808764
"151",1.52335262345771
"152",2.9697878086429
"153",1.2312962962963
"154",0.29221450617192
"155",6.84503279320896
"156",0.136745756174679
"157",1.03199749228303
"158",2.85010513117192
"159",0.917156635804309
"160",5.1649382716031
"161",8.88934799382808
"162",8.73085358796296
"163",2.82323206018519
"164",7.61451003086512
"165",4.98548707561636
"166",8.57594039351852
"167",2.39998842592593
"168",0.620095486111111
"169",0.764490740740741
"170",15.5878819444444
"171",3.55043981481481
"172",0.407130594134883
"173",1.99997685185185
"174",3.69633873456882
"175",1.31731095679104
"176",1.06299691357822
"177",1.00628009259425
"178",2.9617106481476
"179",1.96630787037037
"180",3.03915509259259
"181",0.40764274691266
"182",2.57076003086512
"183",1.78335648148148
"184",0.901832561727475
"185",0.30537037037037
"186",1.92835551697623
"187",4.1433238260586
"188",1.93999118165837
"189",2.04878279320896
"190",0.785094521605858
"191",1.06187885802377
"192",1.61109567901327
"193",0.520524691357105
"194",0.944522569444444
"195",1.02730999228303
"196",0.753279320989494
"197",5.18091435185185
"198",7.03768904320896
"199",4.00846450617192
"200",4.35949074074074
"201",0.632947530865117
"202",8.05466242283859
"203",4.00928722993919
"204",1.39722222222222
"205",1.23764756944444
"206",0.307631172838586
"207",5.06915702160586
"208",2.90842881944444
"209",3.06003761574074
"210",7.6197337962963
"211",0.883132716050303
"212",0.110551697529025
"213",1.99796199845771
"214",1.1119454089497
"215",1.99655864197623
"216",0.903686342592593
"217",4.23652970679104
"218",1.03974151234384
"219",0.0222569444444444
"220",1.95071373456882
"221",0.0306828703703704
"222",1.92211419753178
"223",0.591512345677173
"224",1.15711998456882
"225",1.10749807098673
"226",0.653505979939191
"227",0.0952453060696522
"228",0.189288837448866
"229",0.13778549382808
"230",1.10607253086236
